"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
NA,4.05869881090605,2.14817450470029,3.26696290391359,5.36623212765568,8.20526992813708,6.71392636813066,6.4247799022974,4.27891138863465,7.32614259366854
2.56379185348053,6.26344516845697,2.9965119311445,-1.64210369603935,2.49876375767041,6.80878136375947,12.2812522812833,12.6094479870025,11.4205849092761,8.83252489275787
NA,5.05030759854857,3.83775787669081,5.22286808274255,2.94467595755292,6.61871396048579,6.58009848741801,7.50632064084486,9.05940567463805,9.75635131739173
3.71096907444307,3.09083253560063,5.1044351838387,3.53980460565142,5.91719011253304,5.22783889924043,6.74016283142148,8.22618916348178,9.3173156472406,12.3471505752694
0.94444230416237,5.68562627910415,5.13761451465797,3.13460909766172,6.71027289667286,4.0619869020116,3.55889597935828,9.63842286443686,7.41396296361352,12.3114186035499
NA,-1.74442125687213,4.04961616307347,4.21836366424344,5.97979003502797,7.06522457789215,8.38497228591539,9.66780993405054,11.7341410079295,12.0426639711444
NA,3.94939942474603,2.5200679894332,2.0625865038132,3.19828465755221,8.66607625227658,11.6342973184982,12.1984437938396,12.2963982164529,12.7176727682775
2.15023657766299,1.06680554045945,3.20073095245229,3.69458267220892,5.75594160052595,5.45244105723519,8.3221130766444,6.91085427151366,9.85653107619259,11.5906248200913
3.90313413826119,4.22606848686171,3.83197113743299,3.07244049078455,4.41859563460143,5.73589246813857,7.01924101249398,8.59828103560956,10.5929959743605,9.45427512539665
0.0620234396038843,6.35765675893339,2.5468441573329,1.25068247885224,9.92240784269735,12.3530487310726,6.30203224983218,5.25915392242764,6.63308454572619,13.4189331988678
3.55150483394874,2.5805942482725,3.0094235558569,3.19475518958701,6.93415868287841,5.23299184073701,6.09868935210677,9.16425162932695,10.3536997706929,12.5391772447686
4.08826010823399,-3.41768464029531,3.41103193657827,10.1911135798603,6.23425722011786,-0.865860669986254,2.29031885809943,5.77052278524107,7.56530785425609,10.1252726350458
2.12659783906336,-0.273389519092988,2.50074173093267,6.7056587604903,3.48372974623076,2.20997145612826,6.54530909001732,9.42412288688232,7.34739720634538,8.15370714025701
-0.31797350639998,-1.63817648581394,2.52039489705764,2.56464140253895,4.32999708427706,10.2550572305958,10.5882831526476,9.71024788503952,9.62084936824347,12.1877965858104
-0.0420876896863794,-2.27579968955219,2.95255788936861,6.85691516466029,7.91966839694607,6.87887231638355,5.65536152143679,6.23558192102563,8.92482831304529,10.3228076567365
NA,1.89959798489033,5.11333290610801,5.13078684834989,6.57943573184461,5.72228018706724,5.57480981584186,6.42255850958549,8.94454565286884,9.95198691993887
-2.43477077380509,3.86835767705075,1.4064097172636,4.60590300392779,6.77935899989622,6.49468361070593,4.59787337474462,4.04702400969253,8.27416864195565,11.1349245858193
-0.638222202368996,-0.83039921934092,3.90145858374789,4.00530557596649,3.89920859141593,6.58092294504499,5.69826750900881,6.42335805188875,8.81230410252463,11.4209223024424
0.499094662231734,4.97273103158531,3.50269694869347,1.70161507803934,6.30494140507526,9.56941354434941,8.15633741820479,7.59460369137802,8.64139447335276,12.1992964821382
2.44065641011891,2.290909460485,1.62107705193513,4.70674085359549,5.43925222496888,3.20273236797492,8.75322737725706,8.52988698967033,7.79094054390448,6.65192685236134
1.93635269195001,-0.0912469527234334,1.9678818206564,7.12838418971776,4.53170387493796,4.28824068684983,6.70220616482337,8.36385611071226,9.46269020123978,12.6126532090989
