"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.31486860962306,3.66666759294731,1.2517981354128,3.5764238236468,7.15205190959852,8.89206873255969,6.90570557379449,9.40604466052629,10.8254465150715,7.28963261169765
0.712088608604868,6.17171685991239,1.16008170427168,2.42405827370053,5.73590664970236,7.11614017035551,7.53811926958585,9.00399387327119,10.644042599381,8.63641770196535
2.51333803220224,1.97583707450449,2.64971530875702,4.6163382159892,5.79740529728237,8.4204859272251,6.79539236902708,7.53466931213778,8.57862237950735,9.01062533677391
7.59085919551643,8.38993667171384,3.71269696419008,3.65291704126004,7.15116782510781,4.84300538612127,3.17227376504117,7.90795686982394,8.28393012960239,13.2147326256445
0.693748762034739,1.8665939392172,3.74811866613001,3.85865599016404,4.31653704494641,3.38919199659295,9.46184645717104,9.42703039990382,8.36721135755608,8.52154041126657
2.28866715654269,2.10796583808936,4.85546770298081,4.32424383829426,8.00908011023024,6.33512733748808,7.55633821850945,6.70829881364589,7.94534727551805,11.0559442756995
NA,-1.13206455958776,2.18895108116389,2.39631802847197,3.34565206534628,5.39190949033014,9.17594820754257,7.29846694459649,9.21718654391487,6.88355028807691
0.00176033096673778,3.45513399632285,4.58870513578773,3.1076118034165,7.5153527646348,4.89492020902583,7.83727202056384,6.26605149287009,7.30131686611822,14.3061908371155
0.522627363637283,1.59085773760481,0.619793571683262,3.28436347830464,3.08645832083827,5.66063459818698,7.79487655012553,9.46495400852275,10.514539723238,5.01174680973241
5.65836149423734,3.93171618268955,3.55671186712619,3.80941911831313,6.28472577716817,8.81419617839501,6.0034820562717,5.79896413966945,6.68941679434794,10.4788801646304
4.68347990071504,4.89471708747162,4.18134500055513,3.34402757774527,6.79676513068463,5.44774784393004,1.23956112119338,6.72982270387962,9.271378967283,15.3121487569987
0.177041692099191,0.292453365983389,3.38506003413369,4.77508209058887,2.57684300873941,6.15825960856143,6.31592770464872,6.78765170874389,6.8890122424142,10.9850052364018
-1.8626873479107,0.621886773744466,2.47978473059883,3.04388846072012,4.44325662019517,5.99633967022243,8.84638149148194,9.96292038450597,11.5498557860798,6.75525841353712
5.16450052928194,4.45874715508651,4.84745076873803,5.81245932842964,4.21459436014498,6.67919176972532,4.11433838475548,7.99584613798188,7.89460398285775,13.7311015697622
0.699080374413422,2.34430559142617,0.411005507049699,4.52151645929467,4.89245359668179,6.65444814946267,7.51548204406238,8.46759888966535,9.73265033259215,9.06642845611591
NA,-2.78436686904739,3.94803183306616,3.45293180436353,4.87613836135659,3.66694494847818,7.42542424002924,6.67981183648371,8.27802731779744,7.35273077997318
3.85851933608269,3.49412216386075,-0.0596201104632895,4.0851678194695,3.48353732654412,7.19280030092392,6.77639665626746,9.33895178599704,10.4463619047279,8.46424961127125
2.04415193593224,1.56743838068458,3.08639199973169,2.31701136773631,6.54712172055028,5.73132700773286,5.67883893104794,5.70212792879082,8.02906218027685,7.62016098974897
