"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
5.8758096393576,-0.0572800871744787,7.31457632047017,3.24417010094548,6.29800955687718,7.35790459457747,8.68977249922616,7.89009594352707,8.09843797983835,11.7091769601517
1.18430600249138,3.03300477493306,0.62659545224917,4.53867373946253,4.70854645360263,4.94067365987248,5.31308137390057,8.90132362022752,9.48459653339945,10.3880860539152
4.31829977516891,2.52674764874905,4.7706343097991,5.70621072996009,4.73179953116067,6.50273377169302,7.67031183535648,8.19039838283855,8.26293636584879,9.51364649916915
2.74174769838391,3.26641279709136,6.13965401766389,3.38000540187117,6.74010734414832,6.44032148141813,11.4989825984042,8.74836133943223,9.53376189832237,11.8266679184276
2.83117632091082,2.07928575815229,4.97008063262386,3.13216827937519,4.39121176871035,6.74685066683842,8.73547734845767,8.53757816624818,6.92508025258967,11.8274618818046
-0.340822509176192,1.43147821550089,2.09851844063427,6.12018260941529,2.91991641091452,10.526148320466,5.87608141476366,8.53904018289654,5.49489455250021,3.77242039746521
NA,1.43093364676078,3.99932096089346,3.9840649670607,6.06157250797427,4.00568778346754,5.16148711288116,5.9849842346232,9.13922131941643,8.45937723561066
NA,-0.47516470746163,3.97499350039925,4.44855466288664,7.17286603526512,5.71990936412623,7.58287362332508,3.72626545753577,9.02324358785801,9.38633968007708
-0.359227636006272,1.09810500993875,2.29370398442497,4.80436435597927,5.26734861846344,5.35540206187969,3.82724906875437,7.88735221636311,10.1328734010223,10.0728526602731
0.0615874651112762,1.27586479088947,3.46763490598823,6.41737226089987,8.07199198118653,7.42541984423412,5.50602983492424,8.45569192205392,8.09160379443011,6.97637336759099
-4.35799442957293,0.911168564580278,-0.122489924620248,4.11302314610086,4.43862877515103,9.91024032767376,4.31419402425306,9.85143043211422,11.3367804747315,7.44523893648669
1.46904073926176,3.0434224805803,3.87596119464088,3.30489330492026,5.06455589539907,5.96932863543651,6.72127054993072,5.82217086302151,7.9188189148202,8.84081538608479
NA,-1.43613143505495,4.82283067251501,4.26005599538932,5.72691436812287,7.76146114012654,4.8419670878109,7.71248294911818,10.2626915241499,4.59298820488872
1.47049887959854,4.15143898321467,1.25740029123158,2.44206055666109,5.14346301279233,5.45194439746145,7.41138164181824,8.43645802516879,10.0719676773932,15.4362075011216
0.567266494391179,4.40663366215036,1.31629530117181,5.11950852797753,1.56133760081342,6.91185165683066,9.49605203144705,9.83190600804445,8.29401454129228,7.97985793518657
3.04536887365279,1.90298626720738,3.22499037742005,2.97017298335757,7.30250759530494,6.30055249558429,6.95462802331126,5.62118324542887,9.24256104300992,7.38673071809117
NA,0.881053406512587,0.843770128592517,3.60470836927723,7.00781225701397,3.91636721850667,5.6924850579488,9.26903455604524,9.0228075467492,8.83640973021874
1.73167868117953,4.91385723502532,-0.814417933124435,3.73454362095266,3.86733447682838,6.89866586393219,9.13583699396781,8.92794671960643,9.5137563809606,11.8081814141845
0.284714763542498,-1.89225940959939,9.0626137808241,2.49130682173484,8.77141764808908,4.48111944582301,7.60841037961149,4.97642731587009,10.4262701688343,5.89759074043854
-1.7078218953973,1.41748255482413,1.92102542367663,5.00171971165571,5.0469698190522,7.1554230899833,6.03131615289203,7.58791164893047,10.1897999495201,8.28675402420735
2.77360623911388,-0.240943514927706,9.9918991188017,2.0476304994174,4.52438912709574,7.00858156934603,8.68087775377866,4.82676268515277,7.24452923909842,5.2824910896318
-1.18335074402568,3.19579700055691,6.30075931220311,3.28529847120954,2.6030749038909,9.9457636780033,10.0269905639636,9.73969246262753,10.09585615354,4.60601551832325
NA,3.35347706066142,-1.06666594276885,5.23651180624542,3.0270825297487,5.7955680273689,8.8567568068227,11.2434152060625,7.84212903178803,12.9058480074767
2.37510916319837,-1.97375897593269,6.6049372719137,2.78804768652958,8.81343307924141,6.80534555020122,4.95727058355557,4.09197180243289,7.05176672502044,3.67928337494685
3.51220207150427,2.9066144717584,6.24636875673125,3.28086290995289,4.33170969568979,5.98814264971164,11.1216863601369,6.46487164147772,9.49361011396581,12.9148212211293
0.650372657339231,-0.135166086986665,4.82160463428862,2.62704882524677,4.53123548049093,7.2265218342229,7.78756677798196,6.24548458983775,9.65426559584366,6.25871654265062
-0.674442600579742,4.91271598791468,5.91363222706252,3.59379953625689,3.73989188780305,11.0175889872049,8.42538412206114,9.55832340668336,11.559296944253,9.60016560815908
1.00607040927423,0.965417081761292,1.39669718533873,6.8604169948977,6.25578892644189,7.4595887347768,4.41460421754126,6.69417642430149,7.27916894905262,6.26944712809683
NA,-1.28724710623036,-0.663911161169491,6.1236724040033,5.80567774265776,6.76827943524371,3.60247772538911,7.57029762298129,8.31619646689576,5.22213202811697
NA,-0.226535672365487,0.886281268731635,5.74733232497746,7.09834541260473,6.31472117043052,1.48529482987524,6.01786241485159,8.73546844743525,4.73388230481176
